YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,CONSUMPTION
2020,9,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),120726
2020,6,KY,Total Electric Power Industry,Coal (Short Tons),1936413
2020,9,AL,Total Electric Power Industry,Natural Gas (Mcf),3.54E+07
2020,9,AL,Total Electric Power Industry,Other Gases (Billion Btu),1
2020,9,AL,Total Electric Power Industry,Petroleum (Barrels),884
2020,9,AL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2020,9,AL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),576799
2020,9,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),1
2020,9,AL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),364
2020,9,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1988906
2020,9,AL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),2.09E+07
2020,9,AL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),173
2020,9,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),1220403
2020,9,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1.19E+07
2020,9,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),347
2020,7,KY,Total Electric Power Industry,Coal (Short Tons),2392944
2020,9,AR,Total Electric Power Industry,Natural Gas (Mcf),8533224
2020,9,AR,Total Electric Power Industry,Petroleum (Barrels),3928
2020,9,AR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),370
2020,9,AR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),87089
2020,9,AR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),14
2020,9,AR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),36069
2020,9,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),579577
2020,9,AR,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,9,AR,"Electric Generators, Independent Power Producers",Coal (Short Tons),172795
2020,9,AR,"Electric Generators, Independent Power Producers",Petroleum (Barrels),118
2020,9,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),778330
2020,9,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),7830489
2020,9,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),3796
2020,8,KY,Total Electric Power Industry,Coal (Short Tons),2300649
2020,9,AZ,Total Electric Power Industry,Natural Gas (Mcf),3.91E+07
2020,9,AZ,Total Electric Power Industry,Petroleum (Barrels),9456
2020,9,AZ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),56581
2020,9,AZ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),2
2020,9,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),150240
2020,9,AZ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,9,AZ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),8110937
2020,9,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),884303
2020,9,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3.07E+07
2020,9,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),9454
2020,9,KY,Total Electric Power Industry,Coal (Short Tons),1753485
2020,9,CA,Total Electric Power Industry,Geothermal (Billion Btu),8820
2020,9,CA,Total Electric Power Industry,Natural Gas (Mcf),7.21E+07
2020,9,CA,Total Electric Power Industry,Other Gases (Billion Btu),749
2020,9,CA,Total Electric Power Industry,Petroleum (Barrels),7526
2020,9,CA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),4439
2020,9,CA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),5907674
2020,9,CA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),749
2020,9,CA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),514
2020,9,CA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),783500
2020,9,CA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),76
2020,9,CA,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2020,9,CA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),6652751
2020,9,CA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,9,CA,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),8296
2020,9,CA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),3.56E+07
2020,9,CA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),1695
2020,9,CA,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),524
2020,9,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2.31E+07
2020,9,CA,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2020,9,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),5241
2020,10,KY,Total Electric Power Industry,Coal (Short Tons),1295935
2020,9,CO,Total Electric Power Industry,Natural Gas (Mcf),1.21E+07
2020,9,CO,Total Electric Power Industry,Petroleum (Barrels),925
2020,9,CO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2020,9,CO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),28768
2020,9,CO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),7
2020,9,CO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),572
2020,9,CO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2020,9,CO,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2020,9,CO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),68056
2020,9,CO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,9,CO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),2400914
2020,9,CO,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2020,9,CO,"Electric Generators, Electric Utilities",Coal (Short Tons),938935
2020,9,CO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),9628325
2020,9,CO,"Electric Generators, Electric Utilities",Petroleum (Barrels),918
2020,11,KY,Total Electric Power Industry,Coal (Short Tons),1399286
2020,9,CT,Total Electric Power Industry,Natural Gas (Mcf),1.37E+07
2020,9,CT,Total Electric Power Industry,Petroleum (Barrels),3561
2020,9,CT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),278903
2020,9,CT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2020,9,CT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),193317
2020,9,CT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),13
2020,9,CT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),64975
2020,9,CT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,9,CT,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2020,9,CT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1.32E+07
2020,9,CT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),2763
2020,9,CT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),25760
2020,9,CT,"Electric Generators, Electric Utilities",Petroleum (Barrels),785
2020,9,DC,Total Electric Power Industry,Natural Gas (Mcf),154155
2020,9,DC,Total Electric Power Industry,Petroleum (Barrels),0
2020,9,DC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),154155
2020,9,DC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2020,12,KY,Total Electric Power Industry,Coal (Short Tons),2016058
2020,9,DE,Total Electric Power Industry,Natural Gas (Mcf),2889035
2020,9,DE,Total Electric Power Industry,Other Gases (Billion Btu),64
2020,9,DE,Total Electric Power Industry,Petroleum (Barrels),2092
2020,9,DE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),353877
2020,9,DE,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),64
2020,9,DE,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2020,9,DE,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2020,9,DE,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),44183
2020,9,DE,"Combined Heat and Power, Electric Power",Petroleum (Barrels),5
2020,9,DE,"Electric Generators, Independent Power Producers",Coal (Short Tons),4539
2020,9,DE,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),2455956
2020,9,DE,"Electric Generators, Independent Power Producers",Petroleum (Barrels),1988
2020,9,DE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),35019
2020,9,DE,"Electric Generators, Electric Utilities",Petroleum (Barrels),99
2020,1,KS,Total Electric Power Industry,Coal (Short Tons),918919
2020,9,FL,Total Electric Power Industry,Natural Gas (Mcf),1.24E+08
2020,9,FL,Total Electric Power Industry,Other Gases (Billion Btu),0
2020,9,FL,Total Electric Power Industry,Petroleum (Barrels),206020
2020,9,FL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),592
2020,9,FL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),648863
2020,9,FL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2020,9,FL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1936
2020,9,FL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),11375
2020,9,FL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2020,9,FL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1124174
2020,9,FL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,9,FL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4117436
2020,9,FL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),873
2020,9,FL,"Electric Generators, Electric Utilities",Coal (Short Tons),855714
2020,9,FL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1.18E+08
2020,9,FL,"Electric Generators, Electric Utilities",Petroleum (Barrels),203211
2020,2,KS,Total Electric Power Industry,Coal (Short Tons),795179
2020,9,GA,Total Electric Power Industry,Natural Gas (Mcf),3.45E+07
2020,9,GA,Total Electric Power Industry,Petroleum (Barrels),17025
2020,9,GA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),3039
2020,9,GA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),333450
2020,9,GA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),11459
2020,9,GA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2020,9,GA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),159
2020,9,GA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),142299
2020,9,GA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,9,GA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),6351376
2020,9,GA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),315
2020,9,GA,"Electric Generators, Electric Utilities",Coal (Short Tons),957882
2020,9,GA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2.77E+07
2020,9,GA,"Electric Generators, Electric Utilities",Petroleum (Barrels),5092
2020,3,KS,Total Electric Power Industry,Coal (Short Tons),584144
2020,9,HI,Total Electric Power Industry,Geothermal (Billion Btu),153
2020,9,HI,Total Electric Power Industry,Other Gases (Billion Btu),0
2020,9,HI,Total Electric Power Industry,Petroleum (Barrels),896323
2020,9,HI,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2020,9,HI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),10190
2020,9,HI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1387
2020,9,HI,"Combined Heat and Power, Electric Power",Coal (Short Tons),52045
2020,9,HI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),140821
2020,9,HI,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),153
2020,9,HI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),29761
2020,9,HI,"Electric Generators, Electric Utilities",Petroleum (Barrels),714164
2020,4,KS,Total Electric Power Industry,Coal (Short Tons),577417
2020,9,IA,Total Electric Power Industry,Natural Gas (Mcf),4481869
2020,9,IA,Total Electric Power Industry,Petroleum (Barrels),15702
2020,9,IA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),36077
2020,9,IA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),139576
2020,9,IA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),4845
2020,9,IA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),1619
2020,9,IA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),48817
2020,9,IA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1
2020,9,IA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),744
2020,9,IA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),516
2020,9,IA,"Electric Generators, Electric Utilities",Coal (Short Tons),651410
2020,9,IA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),4292732
2020,9,IA,"Electric Generators, Electric Utilities",Petroleum (Barrels),10340
2020,5,KS,Total Electric Power Industry,Coal (Short Tons),739042
2020,9,ID,Total Electric Power Industry,Geothermal (Billion Btu),64
2020,9,ID,Total Electric Power Industry,Natural Gas (Mcf),3209099
2020,9,ID,Total Electric Power Industry,Petroleum (Barrels),0
2020,9,ID,"Combined Heat and Power, Industrial Power",Coal (Short Tons),354
2020,9,ID,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),64000
2020,9,ID,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2020,9,ID,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),13035
2020,9,ID,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2020,9,ID,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),64
2020,9,ID,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),909850
2020,9,ID,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2222214
2020,9,ID,"Electric Generators, Electric Utilities",Petroleum (Barrels),0
2020,6,KS,Total Electric Power Industry,Coal (Short Tons),1104283
2020,9,IL,Total Electric Power Industry,Natural Gas (Mcf),1.44E+07
2020,9,IL,Total Electric Power Industry,Other Gases (Billion Btu),164
2020,9,IL,Total Electric Power Industry,Petroleum (Barrels),4560
2020,9,IL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),38897
2020,9,IL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),330971
2020,9,IL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),164
2020,9,IL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2020,9,IL,"Combined Heat and Power, Commercial Power",Coal (Short Tons),343
2020,9,IL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),179542
2020,9,IL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),30
2020,9,IL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),371114
2020,9,IL,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),0
2020,9,IL,"Electric Generators, Independent Power Producers",Coal (Short Tons),1103913
2020,9,IL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1.22E+07
2020,9,IL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),3557
2020,9,IL,"Electric Generators, Electric Utilities",Coal (Short Tons),69967
2020,9,IL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1364962
2020,9,IL,"Electric Generators, Electric Utilities",Petroleum (Barrels),973
2020,7,KS,Total Electric Power Industry,Coal (Short Tons),1442594
2020,9,IN,Total Electric Power Industry,Natural Gas (Mcf),1.74E+07
2020,9,IN,Total Electric Power Industry,Other Gases (Billion Btu),686
2020,9,IN,Total Electric Power Industry,Petroleum (Barrels),8006
2020,9,IN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2020,9,IN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),722219
2020,9,IN,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),686
2020,9,IN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),166
2020,9,IN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),886
2020,9,IN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),93359
2020,9,IN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),43
2020,9,IN,"Combined Heat and Power, Electric Power",Coal (Short Tons),183907
2020,9,IN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1626246
2020,9,IN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,9,IN,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2020,9,IN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),6237762
2020,9,IN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2020,9,IN,"Electric Generators, Electric Utilities",Coal (Short Tons),1957239
2020,9,IN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),8698196
2020,9,IN,"Electric Generators, Electric Utilities",Petroleum (Barrels),7797
2020,8,KS,Total Electric Power Industry,Coal (Short Tons),1460996
2020,9,KS,Total Electric Power Industry,Natural Gas (Mcf),1900869
2020,9,KS,Total Electric Power Industry,Petroleum (Barrels),9578
2020,9,KS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),125513
2020,9,KS,"Electric Generators, Electric Utilities",Coal (Short Tons),1068799
2020,9,KS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1775356
2020,9,KS,"Electric Generators, Electric Utilities",Petroleum (Barrels),9578
2020,9,KS,Total Electric Power Industry,Coal (Short Tons),1068799
2020,9,KY,Total Electric Power Industry,Natural Gas (Mcf),5851050
2020,9,KY,Total Electric Power Industry,Petroleum (Barrels),7328
2020,9,KY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),78926
2020,9,KY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),139686
2020,9,KY,"Electric Generators, Electric Utilities",Coal (Short Tons),1753485
2020,9,KY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),5632438
2020,9,KY,"Electric Generators, Electric Utilities",Petroleum (Barrels),7328
2020,10,KS,Total Electric Power Industry,Coal (Short Tons),760767
2020,9,LA,Total Electric Power Industry,Natural Gas (Mcf),4.19E+07
2020,9,LA,Total Electric Power Industry,Other Gases (Billion Btu),782
2020,9,LA,Total Electric Power Industry,Petroleum (Barrels),299400
2020,9,LA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2020,9,LA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),1.11E+07
2020,9,LA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),782
2020,9,LA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2020,9,LA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),75313
2020,9,LA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1332617
2020,9,LA,"Electric Generators, Independent Power Producers",Coal (Short Tons),10450
2020,9,LA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),632208
2020,9,LA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2020,9,LA,"Electric Generators, Electric Utilities",Coal (Short Tons),312359
2020,9,LA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2.87E+07
2020,9,LA,"Electric Generators, Electric Utilities",Petroleum (Barrels),299400
2020,11,KS,Total Electric Power Industry,Coal (Short Tons),793556
2020,9,MA,Total Electric Power Industry,Natural Gas (Mcf),8233468
2020,9,MA,Total Electric Power Industry,Petroleum (Barrels),2595
2020,9,MA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2020,9,MA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),72660
2020,9,MA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1
2020,9,MA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),245168
2020,9,MA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),492
2020,9,MA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),615433
2020,9,MA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),144
2020,9,MA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),7207080
2020,9,MA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),828
2020,9,MA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),93127
2020,9,MA,"Electric Generators, Electric Utilities",Petroleum (Barrels),1130
2020,12,KS,Total Electric Power Industry,Coal (Short Tons),1017402
2020,9,MD,Total Electric Power Industry,Natural Gas (Mcf),7809970
2020,9,MD,Total Electric Power Industry,Petroleum (Barrels),11878
2020,9,MD,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),15639
2020,9,MD,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2020,9,MD,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2020,9,MD,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),729949
2020,9,MD,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),19
2020,9,MD,"Combined Heat and Power, Electric Power",Coal (Short Tons),32899
2020,9,MD,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),441515
2020,9,MD,"Combined Heat and Power, Electric Power",Petroleum (Barrels),159
2020,9,MD,"Electric Generators, Independent Power Producers",Coal (Short Tons),107515
2020,9,MD,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),5937012
2020,9,MD,"Electric Generators, Independent Power Producers",Petroleum (Barrels),9745
2020,9,MD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),685855
2020,9,MD,"Electric Generators, Electric Utilities",Petroleum (Barrels),1955
2020,1,IN,Total Electric Power Industry,Coal (Short Tons),1850730
2020,9,ME,Total Electric Power Industry,Natural Gas (Mcf),976737
2020,9,ME,Total Electric Power Industry,Petroleum (Barrels),1908
2020,9,ME,"Combined Heat and Power, Industrial Power",Coal (Short Tons),256
2020,9,ME,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),181914
2020,9,ME,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),423
2020,9,ME,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),14839
2020,9,ME,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),619
2020,9,ME,"Combined Heat and Power, Electric Power",Coal (Short Tons),922
2020,9,ME,"Combined Heat and Power, Electric Power",Petroleum (Barrels),736
2020,9,ME,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2020,9,ME,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),779984
2020,9,ME,"Electric Generators, Independent Power Producers",Petroleum (Barrels),130
2020,2,IN,Total Electric Power Industry,Coal (Short Tons),1720997
2020,9,MI,Total Electric Power Industry,Natural Gas (Mcf),2.00E+07
2020,9,MI,Total Electric Power Industry,Other Gases (Billion Btu),668
2020,9,MI,Total Electric Power Industry,Petroleum (Barrels),133582
2020,9,MI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),59
2020,9,MI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),278315
2020,9,MI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),28676
2020,9,MI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2020,9,MI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),262421
2020,9,MI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),26
2020,9,MI,"Combined Heat and Power, Electric Power",Coal (Short Tons),13362
2020,9,MI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),8344082
2020,9,MI,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),668
2020,9,MI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,9,MI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4909989
2020,9,MI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2020,9,MI,"Electric Generators, Electric Utilities",Coal (Short Tons),1371124
2020,9,MI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),6214253
2020,9,MI,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2020,9,MI,"Electric Generators, Electric Utilities",Petroleum (Barrels),104880
2020,3,IN,Total Electric Power Industry,Coal (Short Tons),1747097
2020,9,MN,Total Electric Power Industry,Natural Gas (Mcf),7145458
2020,9,MN,Total Electric Power Industry,Petroleum (Barrels),4258
2020,9,MN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),3489
2020,9,MN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),40685
2020,9,MN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),105
2020,9,MN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),17
2020,9,MN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),36234
2020,9,MN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),75
2020,9,MN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),477246
2020,9,MN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),174
2020,9,MN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1289907
2020,9,MN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),134
2020,9,MN,"Electric Generators, Electric Utilities",Coal (Short Tons),735427
2020,9,MN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),5301386
2020,9,MN,"Electric Generators, Electric Utilities",Petroleum (Barrels),3770
2020,4,IN,Total Electric Power Industry,Coal (Short Tons),1467350
2020,9,MO,Total Electric Power Industry,Natural Gas (Mcf),5858377
2020,9,MO,Total Electric Power Industry,Petroleum (Barrels),11290
2020,9,MO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2020,9,MO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),9339
2020,9,MO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2020,9,MO,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2020,9,MO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),61886
2020,9,MO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),52
2020,9,MO,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2020,9,MO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),15600
2020,9,MO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,9,MO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1304779
2020,9,MO,"Electric Generators, Electric Utilities",Coal (Short Tons),2554059
2020,9,MO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),4466773
2020,9,MO,"Electric Generators, Electric Utilities",Petroleum (Barrels),11238
2020,5,IN,Total Electric Power Industry,Coal (Short Tons),1313996
2020,9,MS,Total Electric Power Industry,Natural Gas (Mcf),3.33E+07
2020,9,MS,Total Electric Power Industry,Petroleum (Barrels),245
2020,9,MS,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2020,9,MS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),224053
2020,9,MS,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),35
2020,9,MS,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2020,9,MS,"Electric Generators, Independent Power Producers",Coal (Short Tons),189856
2020,9,MS,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),5855
2020,9,MS,"Electric Generators, Electric Utilities",Coal (Short Tons),188757
2020,9,MS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3.31E+07
2020,9,MS,"Electric Generators, Electric Utilities",Petroleum (Barrels),210
2020,6,IN,Total Electric Power Industry,Coal (Short Tons),2003508
2020,9,MT,Total Electric Power Industry,Natural Gas (Mcf),463662
2020,9,MT,Total Electric Power Industry,Other Gases (Billion Btu),5
2020,9,MT,Total Electric Power Industry,Petroleum (Barrels),64241
2020,9,MT,"Combined Heat and Power, Industrial Power",Coal (Short Tons),294
2020,9,MT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),510
2020,9,MT,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2020,9,MT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
