YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,CONSUMPTION
2020,5,AK,"Electric Generators, Electric Utilities",Coal (Short Tons),34928
2020,5,AK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1307245
2020,5,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),109904
2020,10,NY,Total Electric Power Industry,Coal (Short Tons),0
2020,5,AL,Total Electric Power Industry,Natural Gas (Mcf),3.04E+07
2020,5,AL,Total Electric Power Industry,Other Gases (Billion Btu),0
2020,5,AL,Total Electric Power Industry,Petroleum (Barrels),402
2020,5,AL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2020,5,AL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),573087
2020,5,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2020,5,AL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),230
2020,5,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),0
2020,5,AL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1.88E+07
2020,5,AL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),114
2020,5,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),646253
2020,5,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1.11E+07
2020,5,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),58
2020,11,NY,Total Electric Power Industry,Coal (Short Tons),0
2020,5,AR,Total Electric Power Industry,Natural Gas (Mcf),8157241
2020,5,AR,Total Electric Power Industry,Petroleum (Barrels),6457
2020,5,AR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),444
2020,5,AR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),95296
2020,5,AR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),13
2020,5,AR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),36573
2020,5,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),582368
2020,5,AR,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,5,AR,"Electric Generators, Independent Power Producers",Coal (Short Tons),156674
2020,5,AR,"Electric Generators, Independent Power Producers",Petroleum (Barrels),616
2020,5,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),326520
2020,5,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),7443004
2020,5,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),5828
2020,12,NY,Total Electric Power Industry,Coal (Short Tons),0
2020,5,AZ,Total Electric Power Industry,Natural Gas (Mcf),3.26E+07
2020,5,AZ,Total Electric Power Industry,Petroleum (Barrels),5630
2020,5,AZ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),47508
2020,5,AZ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),2
2020,5,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),6060
2020,5,AZ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,5,AZ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),6519919
2020,5,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),601379
2020,5,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2.60E+07
2020,5,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),5628
2020,1,NV,Total Electric Power Industry,Coal (Short Tons),99844
2020,5,CA,Total Electric Power Industry,Geothermal (Billion Btu),9121
2020,5,CA,Total Electric Power Industry,Natural Gas (Mcf),3.25E+07
2020,5,CA,Total Electric Power Industry,Other Gases (Billion Btu),730
2020,5,CA,Total Electric Power Industry,Petroleum (Barrels),5858
2020,5,CA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),4848
2020,5,CA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),5402966
2020,5,CA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),730
2020,5,CA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1290
2020,5,CA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),726979
2020,5,CA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),35
2020,5,CA,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2020,5,CA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),5656542
2020,5,CA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,5,CA,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),8532
2020,5,CA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1.10E+07
2020,5,CA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),387
2020,5,CA,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),589
2020,5,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),9712049
2020,5,CA,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2020,5,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),4146
2020,2,NV,Total Electric Power Industry,Coal (Short Tons),53347
2020,5,CO,Total Electric Power Industry,Natural Gas (Mcf),9223747
2020,5,CO,Total Electric Power Industry,Petroleum (Barrels),1124
2020,5,CO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2020,5,CO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),28353
2020,5,CO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),2
2020,5,CO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2020,5,CO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2020,5,CO,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2020,5,CO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),84593
2020,5,CO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,5,CO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1011023
2020,5,CO,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2020,5,CO,"Electric Generators, Electric Utilities",Coal (Short Tons),711235
2020,5,CO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),8099778
2020,5,CO,"Electric Generators, Electric Utilities",Petroleum (Barrels),1122
2020,3,NV,Total Electric Power Industry,Coal (Short Tons),58618
2020,5,CT,Total Electric Power Industry,Natural Gas (Mcf),1.08E+07
2020,5,CT,Total Electric Power Industry,Petroleum (Barrels),4371
2020,5,CT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),262474
2020,5,CT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2020,5,CT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),161390
2020,5,CT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),25
2020,5,CT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),58296
2020,5,CT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,5,CT,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2020,5,CT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1.03E+07
2020,5,CT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),3547
2020,5,CT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),28026
2020,5,CT,"Electric Generators, Electric Utilities",Petroleum (Barrels),799
2020,5,DC,Total Electric Power Industry,Natural Gas (Mcf),69482
2020,5,DC,Total Electric Power Industry,Petroleum (Barrels),0
2020,5,DC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),69482
2020,5,DC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2020,4,NV,Total Electric Power Industry,Coal (Short Tons),39538
2020,5,DE,Total Electric Power Industry,Natural Gas (Mcf),2228726
2020,5,DE,Total Electric Power Industry,Other Gases (Billion Btu),52
2020,5,DE,Total Electric Power Industry,Petroleum (Barrels),726
2020,5,DE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),434894
2020,5,DE,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),52
2020,5,DE,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2020,5,DE,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2020,5,DE,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),36059
2020,5,DE,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,5,DE,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2020,5,DE,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1750032
2020,5,DE,"Electric Generators, Independent Power Producers",Petroleum (Barrels),726
2020,5,DE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),7741
2020,5,DE,"Electric Generators, Electric Utilities",Petroleum (Barrels),0
2020,5,NV,Total Electric Power Industry,Coal (Short Tons),61897
2020,5,FL,Total Electric Power Industry,Natural Gas (Mcf),1.10E+08
2020,5,FL,Total Electric Power Industry,Other Gases (Billion Btu),0
2020,5,FL,Total Electric Power Industry,Petroleum (Barrels),180993
2020,5,FL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),281
2020,5,FL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),689985
2020,5,FL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2020,5,FL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),860
2020,5,FL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),10229
2020,5,FL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2020,5,FL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1007900
2020,5,FL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,5,FL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),3532575
2020,5,FL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),3533
2020,5,FL,"Electric Generators, Electric Utilities",Coal (Short Tons),580476
2020,5,FL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1.05E+08
2020,5,FL,"Electric Generators, Electric Utilities",Petroleum (Barrels),176600
2020,6,NV,Total Electric Power Industry,Coal (Short Tons),116590
2020,5,GA,Total Electric Power Industry,Natural Gas (Mcf),3.65E+07
2020,5,GA,Total Electric Power Industry,Petroleum (Barrels),19382
2020,5,GA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),2593
2020,5,GA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),305432
2020,5,GA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),13806
2020,5,GA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2020,5,GA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),134
2020,5,GA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),4690
2020,5,GA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,5,GA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),9022938
2020,5,GA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),180
2020,5,GA,"Electric Generators, Electric Utilities",Coal (Short Tons),293370
2020,5,GA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2.71E+07
2020,5,GA,"Electric Generators, Electric Utilities",Petroleum (Barrels),5262
2020,7,NV,Total Electric Power Industry,Coal (Short Tons),143900
2020,5,HI,Total Electric Power Industry,Geothermal (Billion Btu),159
2020,5,HI,Total Electric Power Industry,Other Gases (Billion Btu),0
2020,5,HI,Total Electric Power Industry,Petroleum (Barrels),766988
2020,5,HI,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2020,5,HI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),16920
2020,5,HI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1180
2020,5,HI,"Combined Heat and Power, Electric Power",Coal (Short Tons),55590
2020,5,HI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),134037
2020,5,HI,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),159
2020,5,HI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),31156
2020,5,HI,"Electric Generators, Electric Utilities",Petroleum (Barrels),583695
2020,8,NV,Total Electric Power Industry,Coal (Short Tons),172761
2020,5,IA,Total Electric Power Industry,Natural Gas (Mcf),3747045
2020,5,IA,Total Electric Power Industry,Petroleum (Barrels),11190
2020,5,IA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),39227
2020,5,IA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),95083
2020,5,IA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),4117
2020,5,IA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),245
2020,5,IA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),32050
2020,5,IA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),14
2020,5,IA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),86
2020,5,IA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),342
2020,5,IA,"Electric Generators, Electric Utilities",Coal (Short Tons),303161
2020,5,IA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3619826
2020,5,IA,"Electric Generators, Electric Utilities",Petroleum (Barrels),6717
2020,9,NV,Total Electric Power Industry,Coal (Short Tons),123843
2020,5,ID,Total Electric Power Industry,Geothermal (Billion Btu),66
2020,5,ID,Total Electric Power Industry,Natural Gas (Mcf),1258454
2020,5,ID,Total Electric Power Industry,Petroleum (Barrels),0
2020,5,ID,"Combined Heat and Power, Industrial Power",Coal (Short Tons),327
2020,5,ID,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),35630
2020,5,ID,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2020,5,ID,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),13689
2020,5,ID,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2020,5,ID,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),66
2020,5,ID,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),627911
2020,5,ID,"Electric Generators, Electric Utilities",Natural Gas (Mcf),581224
2020,5,ID,"Electric Generators, Electric Utilities",Petroleum (Barrels),0
2020,10,NV,Total Electric Power Industry,Coal (Short Tons),133047
2020,5,IL,Total Electric Power Industry,Natural Gas (Mcf),1.10E+07
2020,5,IL,Total Electric Power Industry,Other Gases (Billion Btu),327
2020,5,IL,Total Electric Power Industry,Petroleum (Barrels),5886
2020,5,IL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),36677
2020,5,IL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),164424
2020,5,IL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),327
2020,5,IL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2020,5,IL,"Combined Heat and Power, Commercial Power",Coal (Short Tons),151
2020,5,IL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),140359
2020,5,IL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),7
2020,5,IL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),349390
2020,5,IL,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),0
2020,5,IL,"Electric Generators, Independent Power Producers",Coal (Short Tons),949083
2020,5,IL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1.01E+07
2020,5,IL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),5057
2020,5,IL,"Electric Generators, Electric Utilities",Coal (Short Tons),64227
2020,5,IL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),263281
2020,5,IL,"Electric Generators, Electric Utilities",Petroleum (Barrels),822
2020,11,NV,Total Electric Power Industry,Coal (Short Tons),47545
2020,5,IN,Total Electric Power Industry,Natural Gas (Mcf),1.75E+07
2020,5,IN,Total Electric Power Industry,Other Gases (Billion Btu),649
2020,5,IN,Total Electric Power Industry,Petroleum (Barrels),14605
2020,5,IN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2020,5,IN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),1432166
2020,5,IN,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),649
2020,5,IN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),64
2020,5,IN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2020,5,IN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),79420
2020,5,IN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),32
2020,5,IN,"Combined Heat and Power, Electric Power",Coal (Short Tons),175765
2020,5,IN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1995009
2020,5,IN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,5,IN,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2020,5,IN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),5153852
2020,5,IN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2020,5,IN,"Electric Generators, Electric Utilities",Coal (Short Tons),1138231
2020,5,IN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),8803849
2020,5,IN,"Electric Generators, Electric Utilities",Petroleum (Barrels),14509
2020,12,NV,Total Electric Power Industry,Coal (Short Tons),54563
2020,5,KS,Total Electric Power Industry,Natural Gas (Mcf),1120804
2020,5,KS,Total Electric Power Industry,Petroleum (Barrels),15604
2020,5,KS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),20497
2020,5,KS,"Electric Generators, Electric Utilities",Coal (Short Tons),739042
2020,5,KS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1100307
2020,5,KS,"Electric Generators, Electric Utilities",Petroleum (Barrels),15604
2020,1,NM,Total Electric Power Industry,Coal (Short Tons),789503
2020,5,KY,Total Electric Power Industry,Natural Gas (Mcf),9106550
2020,5,KY,Total Electric Power Industry,Petroleum (Barrels),13215
2020,5,KY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),81867
2020,5,KY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),427386
2020,5,KY,"Electric Generators, Electric Utilities",Coal (Short Tons),1276635
2020,5,KY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),8597297
2020,5,KY,"Electric Generators, Electric Utilities",Petroleum (Barrels),13215
2020,2,NM,Total Electric Power Industry,Coal (Short Tons),596097
2020,5,LA,Total Electric Power Industry,Natural Gas (Mcf),4.15E+07
2020,5,LA,Total Electric Power Industry,Other Gases (Billion Btu),772
2020,5,LA,Total Electric Power Industry,Petroleum (Barrels),549144
2020,5,LA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2020,5,LA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),1.17E+07
2020,5,LA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),772
2020,5,LA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2020,5,LA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),68167
2020,5,LA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1542560
2020,5,LA,"Electric Generators, Independent Power Producers",Coal (Short Tons),19203
2020,5,LA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1584731
2020,5,LA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2020,5,LA,"Electric Generators, Electric Utilities",Coal (Short Tons),196585
2020,5,LA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2.66E+07
2020,5,LA,"Electric Generators, Electric Utilities",Petroleum (Barrels),549144
2020,3,NM,Total Electric Power Industry,Coal (Short Tons),458095
2020,5,MA,Total Electric Power Industry,Natural Gas (Mcf),3343026
2020,5,MA,Total Electric Power Industry,Petroleum (Barrels),2646
2020,5,MA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2020,5,MA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),68231
2020,5,MA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),5
2020,5,MA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),194793
2020,5,MA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),282
2020,5,MA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),564901
2020,5,MA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),67
2020,5,MA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),2468373
2020,5,MA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),1478
2020,5,MA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),46728
2020,5,MA,"Electric Generators, Electric Utilities",Petroleum (Barrels),814
2020,4,NM,Total Electric Power Industry,Coal (Short Tons),426161
2020,5,MD,Total Electric Power Industry,Natural Gas (Mcf),6293414
2020,5,MD,Total Electric Power Industry,Petroleum (Barrels),4809
2020,5,MD,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),18028
2020,5,MD,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),56
2020,5,MD,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2020,5,MD,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),767117
2020,5,MD,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),58
2020,5,MD,"Combined Heat and Power, Electric Power",Coal (Short Tons),30812
2020,5,MD,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),305315
2020,5,MD,"Combined Heat and Power, Electric Power",Petroleum (Barrels),114
2020,5,MD,"Electric Generators, Independent Power Producers",Coal (Short Tons),27408
2020,5,MD,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4572683
2020,5,MD,"Electric Generators, Independent Power Producers",Petroleum (Barrels),4528
2020,5,MD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),630271
2020,5,MD,"Electric Generators, Electric Utilities",Petroleum (Barrels),53
2020,5,NM,Total Electric Power Industry,Coal (Short Tons),448175
2020,5,ME,Total Electric Power Industry,Natural Gas (Mcf),1055040
2020,5,ME,Total Electric Power Industry,Petroleum (Barrels),1201
2020,5,ME,"Combined Heat and Power, Industrial Power",Coal (Short Tons),90
2020,5,ME,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),162319
2020,5,ME,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),466
2020,5,ME,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),12068
2020,5,ME,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),142
2020,5,ME,"Combined Heat and Power, Electric Power",Coal (Short Tons),620
2020,5,ME,"Combined Heat and Power, Electric Power",Petroleum (Barrels),374
2020,5,ME,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2020,5,ME,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),880653
2020,5,ME,"Electric Generators, Independent Power Producers",Petroleum (Barrels),219
2020,6,NM,Total Electric Power Industry,Coal (Short Tons),663559
2020,5,MI,Total Electric Power Industry,Natural Gas (Mcf),1.81E+07
2020,5,MI,Total Electric Power Industry,Other Gases (Billion Btu),98
2020,5,MI,Total Electric Power Industry,Petroleum (Barrels),256633
2020,5,MI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),1
2020,5,MI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),288250
2020,5,MI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),24660
2020,5,MI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2020,5,MI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),224645
2020,5,MI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),19
2020,5,MI,"Combined Heat and Power, Electric Power",Coal (Short Tons),15491
2020,5,MI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),8074009
2020,5,MI,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),0
2020,5,MI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,5,MI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),3518232
2020,5,MI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2020,5,MI,"Electric Generators, Electric Utilities",Coal (Short Tons),718570
2020,5,MI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),5957883
2020,5,MI,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),98
2020,5,MI,"Electric Generators, Electric Utilities",Petroleum (Barrels),231954
2020,7,NM,Total Electric Power Industry,Coal (Short Tons),865183
2020,5,MN,Total Electric Power Industry,Natural Gas (Mcf),4858135
2020,5,MN,Total Electric Power Industry,Petroleum (Barrels),9449
2020,5,MN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),4387
2020,5,MN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),45629
2020,5,MN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),129
2020,5,MN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2020,5,MN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),37231
2020,5,MN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),75
2020,5,MN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),297776
2020,5,MN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),334
2020,5,MN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),818299
2020,5,MN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),122
2020,5,MN,"Electric Generators, Electric Utilities",Coal (Short Tons),350625
2020,5,MN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3659200
2020,5,MN,"Electric Generators, Electric Utilities",Petroleum (Barrels),8789
2020,8,NM,Total Electric Power Industry,Coal (Short Tons),810647
2020,5,MO,Total Electric Power Industry,Natural Gas (Mcf),3285995
2020,5,MO,Total Electric Power Industry,Petroleum (Barrels),11706
2020,5,MO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2020,5,MO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),10439
2020,5,MO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2020,5,MO,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2020,5,MO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),56730
2020,5,MO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2020,5,MO,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2020,5,MO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),16499
2020,5,MO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2020,5,MO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1119743
2020,5,MO,"Electric Generators, Electric Utilities",Coal (Short Tons),2006177
2020,5,MO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2082584
2020,5,MO,"Electric Generators, Electric Utilities",Petroleum (Barrels),11706
2020,9,NM,Total Electric Power Industry,Coal (Short Tons),808690
2020,5,MS,Total Electric Power Industry,Natural Gas (Mcf),3.38E+07
2020,5,MS,Total Electric Power Industry,Petroleum (Barrels),2544
2020,5,MS,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2020,5,MS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),233673
2020,5,MS,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),122
2020,5,MS,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2020,5,MS,"Electric Generators, Independent Power Producers",Coal (Short Tons),295256
2020,5,MS,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1937
2020,5,MS,"Electric Generators, Electric Utilities",Coal (Short Tons),77470
2020,5,MS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3.36E+07
2020,5,MS,"Electric Generators, Electric Utilities",Petroleum (Barrels),2422
2020,10,NM,Total Electric Power Industry,Coal (Short Tons),536643
2020,5,MT,Total Electric Power Industry,Natural Gas (Mcf),279847
2020,5,MT,Total Electric Power Industry,Other Gases (Billion Btu),11
2020,5,MT,Total Electric Power Industry,Petroleum (Barrels),76155
2020,5,MT,"Combined Heat and Power, Industrial Power",Coal (Short Tons),189
2020,5,MT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),1317
2020,5,MT,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
