Year,Month,State,Type of producer,Energy source,Consumption
2019,1,AK,Total Electric Power Industry,Coal (Short Tons),61073
2019,1,AK,Total Electric Power Industry,Natural Gas (Mcf),2673540
2019,1,AK,Total Electric Power Industry,Petroleum (Barrels),115301
2019,1,AK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),26836
2019,1,AK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),4740
2019,1,AK,"Combined Heat and Power, Commercial Power",Coal (Short Tons),3330
2019,1,AK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2019,1,AK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1161
2019,1,AK,"Combined Heat and Power, Electric Power",Coal (Short Tons),14119
2019,1,AK,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,1,AK,"Electric Generators, Independent Power Producers",Petroleum (Barrels),351
2019,1,AK,"Electric Generators, Electric Utilities",Coal (Short Tons),43624
2019,1,AK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2646704
2019,1,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),109049
2019,1,AL,Total Electric Power Industry,Coal (Short Tons),1554863
2019,1,AL,Total Electric Power Industry,Natural Gas (Mcf),27848195
2019,1,AL,Total Electric Power Industry,Other Gases (Billion Btu),1
2019,1,AL,Total Electric Power Industry,Petroleum (Barrels),6439
2019,1,AL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),1249
2019,1,AL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),660574
2019,1,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),1
2019,1,AL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),616
2019,1,AL,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2019,1,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1560653
2019,1,AL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),14805668
2019,1,AL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),269
2019,1,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),1553614
2019,1,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),10821300
2019,1,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),5554
2019,1,AR,Total Electric Power Industry,Coal (Short Tons),1627319
2019,1,AR,Total Electric Power Industry,Natural Gas (Mcf),9888384
2019,1,AR,Total Electric Power Industry,Petroleum (Barrels),9473
2019,1,AR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),1307
2019,1,AR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),152239
2019,1,AR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),369
2019,1,AR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),30349
2019,1,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),643048
2019,1,AR,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,1,AR,"Electric Generators, Independent Power Producers",Coal (Short Tons),136819
2019,1,AR,"Electric Generators, Independent Power Producers",Petroleum (Barrels),4832
2019,1,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),1489193
2019,1,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),9062748
2019,1,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),4272
2019,1,AZ,Total Electric Power Industry,Coal (Short Tons),1209095
2019,1,AZ,Total Electric Power Industry,Natural Gas (Mcf),21917743
2019,1,AZ,Total Electric Power Industry,Petroleum (Barrels),9688
2019,1,AZ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),54025
2019,1,AZ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),2
2019,1,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),5377
2019,1,AZ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,1,AZ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4107280
2019,1,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),1209095
2019,1,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),17751061
2019,1,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),9686
2019,1,CA,Total Electric Power Industry,Coal (Short Tons),5220
2019,1,CA,Total Electric Power Industry,Geothermal (Billion Btu),8732
2019,1,CA,Total Electric Power Industry,Natural Gas (Mcf),53509654
2019,1,CA,Total Electric Power Industry,Other Gases (Billion Btu),515
2019,1,CA,Total Electric Power Industry,Petroleum (Barrels),6247
2019,1,CA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),5220
2019,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),5880800
2019,1,CA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),515
2019,1,CA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),154
2019,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),850196
2019,1,CA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),72
2019,1,CA,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2019,1,CA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),7169128
2019,1,CA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,1,CA,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),8128
2019,1,CA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),21669452
2019,1,CA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),772
2019,1,CA,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),603
2019,1,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),17940078
2019,1,CA,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2019,1,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),5249
2019,1,CO,Total Electric Power Industry,Coal (Short Tons),1480741
2019,1,CO,Total Electric Power Industry,Natural Gas (Mcf),9980342
2019,1,CO,Total Electric Power Industry,Petroleum (Barrels),3366
2019,1,CO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),352
2019,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),29567
2019,1,CO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),35
2019,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),6735
2019,1,CO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,1,CO,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2019,1,CO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),79854
2019,1,CO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,1,CO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1019738
2019,1,CO,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,1,CO,"Electric Generators, Electric Utilities",Coal (Short Tons),1480389
2019,1,CO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),8844448
2019,1,CO,"Electric Generators, Electric Utilities",Petroleum (Barrels),3331
2019,1,CT,Total Electric Power Industry,Coal (Short Tons),31243
2019,1,CT,Total Electric Power Industry,Natural Gas (Mcf),11728915
2019,1,CT,Total Electric Power Industry,Petroleum (Barrels),13322
2019,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),289921
2019,1,CT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),103
2019,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),195590
2019,1,CT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1873
2019,1,CT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),101439
2019,1,CT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,1,CT,"Electric Generators, Independent Power Producers",Coal (Short Tons),31243
2019,1,CT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),11099557
2019,1,CT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),10420
2019,1,CT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),42408
2019,1,CT,"Electric Generators, Electric Utilities",Petroleum (Barrels),926
2019,1,DC,Total Electric Power Industry,Natural Gas (Mcf),137533
2019,1,DC,Total Electric Power Industry,Petroleum (Barrels),0
2019,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),137533
2019,1,DC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,1,DE,Total Electric Power Industry,Coal (Short Tons),15865
2019,1,DE,Total Electric Power Industry,Natural Gas (Mcf),1579987
2019,1,DE,Total Electric Power Industry,Other Gases (Billion Btu),71
2019,1,DE,Total Electric Power Industry,Petroleum (Barrels),18314
2019,1,DE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),384500
2019,1,DE,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),71
2019,1,DE,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,1,DE,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2019,1,DE,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1855
2019,1,DE,"Combined Heat and Power, Electric Power",Petroleum (Barrels),340
2019,1,DE,"Electric Generators, Independent Power Producers",Coal (Short Tons),15865
2019,1,DE,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1192871
2019,1,DE,"Electric Generators, Independent Power Producers",Petroleum (Barrels),17549
2019,1,DE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),761
2019,1,DE,"Electric Generators, Electric Utilities",Petroleum (Barrels),425
2019,1,FL,Total Electric Power Industry,Coal (Short Tons),919346
2019,1,FL,Total Electric Power Industry,Natural Gas (Mcf),89830978
2019,1,FL,Total Electric Power Industry,Other Gases (Billion Btu),0
2019,1,FL,Total Electric Power Industry,Petroleum (Barrels),280428
2019,1,FL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),906
2019,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),680133
2019,1,FL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2019,1,FL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1666
2019,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),9863
2019,1,FL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,1,FL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1306246
2019,1,FL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,1,FL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1444730
2019,1,FL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),757
2019,1,FL,"Electric Generators, Electric Utilities",Coal (Short Tons),918440
2019,1,FL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),86390006
2019,1,FL,"Electric Generators, Electric Utilities",Petroleum (Barrels),278005
2019,1,GA,Total Electric Power Industry,Coal (Short Tons),1142278
2019,1,GA,Total Electric Power Industry,Natural Gas (Mcf),32918434
2019,1,GA,Total Electric Power Industry,Petroleum (Barrels),42308
2019,1,GA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),4408
2019,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),251527
2019,1,GA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),20925
2019,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2019,1,GA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),486
2019,1,GA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),44130
2019,1,GA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),192
2019,1,GA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),6836229
2019,1,GA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),1557
2019,1,GA,"Electric Generators, Electric Utilities",Coal (Short Tons),1137870
2019,1,GA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),25786548
2019,1,GA,"Electric Generators, Electric Utilities",Petroleum (Barrels),19148
2019,1,HI,Total Electric Power Industry,Coal (Short Tons),52843
2019,1,HI,Total Electric Power Industry,Geothermal (Billion Btu),0
2019,1,HI,Total Electric Power Industry,Other Gases (Billion Btu),3
2019,1,HI,Total Electric Power Industry,Petroleum (Barrels),941898
2019,1,HI,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),3
2019,1,HI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),17082
2019,1,HI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1004
2019,1,HI,"Combined Heat and Power, Electric Power",Coal (Short Tons),52843
2019,1,HI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),87525
2019,1,HI,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),0
2019,1,HI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),65069
2019,1,HI,"Electric Generators, Electric Utilities",Petroleum (Barrels),771218
2019,1,IA,Total Electric Power Industry,Coal (Short Tons),1415974
2019,1,IA,Total Electric Power Industry,Natural Gas (Mcf),3611805
2019,1,IA,Total Electric Power Industry,Petroleum (Barrels),10139
2019,1,IA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),40826
2019,1,IA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),266013
2019,1,IA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),46
2019,1,IA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),1626
2019,1,IA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),44028
2019,1,IA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1849
2019,1,IA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),8
2019,1,IA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),511
2019,1,IA,"Electric Generators, Electric Utilities",Coal (Short Tons),1373522
2019,1,IA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3301756
2019,1,IA,"Electric Generators, Electric Utilities",Petroleum (Barrels),7733
2019,1,ID,Total Electric Power Industry,Coal (Short Tons),596
2019,1,ID,Total Electric Power Industry,Geothermal (Billion Btu),76
2019,1,ID,Total Electric Power Industry,Natural Gas (Mcf),3716685
2019,1,ID,Total Electric Power Industry,Petroleum (Barrels),0
2019,1,ID,"Combined Heat and Power, Industrial Power",Coal (Short Tons),596
2019,1,ID,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),57982
2019,1,ID,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,1,ID,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),13852
2019,1,ID,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,1,ID,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),76
2019,1,ID,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1223746
2019,1,ID,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2421105
2019,1,ID,"Electric Generators, Electric Utilities",Petroleum (Barrels),0
2019,1,IL,Total Electric Power Industry,Coal (Short Tons),3559142
2019,1,IL,Total Electric Power Industry,Natural Gas (Mcf),11223253
2019,1,IL,Total Electric Power Industry,Other Gases (Billion Btu),195
2019,1,IL,Total Electric Power Industry,Petroleum (Barrels),7022
2019,1,IL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),44787
2019,1,IL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),283627
2019,1,IL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),195
2019,1,IL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,1,IL,"Combined Heat and Power, Commercial Power",Coal (Short Tons),421
2019,1,IL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),138046
2019,1,IL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),7
2019,1,IL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),432713
2019,1,IL,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),0
2019,1,IL,"Electric Generators, Independent Power Producers",Coal (Short Tons),3295192
2019,1,IL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),9906841
2019,1,IL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),6284
2019,1,IL,"Electric Generators, Electric Utilities",Coal (Short Tons),218742
2019,1,IL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),462026
2019,1,IL,"Electric Generators, Electric Utilities",Petroleum (Barrels),731
2019,1,IN,Total Electric Power Industry,Coal (Short Tons),3329272
2019,1,IN,Total Electric Power Industry,Natural Gas (Mcf),19415112
2019,1,IN,Total Electric Power Industry,Other Gases (Billion Btu),922
2019,1,IN,Total Electric Power Industry,Petroleum (Barrels),22286
2019,1,IN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,1,IN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),1478500
2019,1,IN,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),922
2019,1,IN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1106
2019,1,IN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),473
2019,1,IN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),68425
2019,1,IN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),38
2019,1,IN,"Combined Heat and Power, Electric Power",Coal (Short Tons),193186
2019,1,IN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1821639
2019,1,IN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,1,IN,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2019,1,IN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),8058544
2019,1,IN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,1,IN,"Electric Generators, Electric Utilities",Coal (Short Tons),3135613
2019,1,IN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),7988004
2019,1,IN,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2019,1,IN,"Electric Generators, Electric Utilities",Petroleum (Barrels),21142
2019,1,KS,Total Electric Power Industry,Coal (Short Tons),1108883
2019,1,KS,Total Electric Power Industry,Natural Gas (Mcf),1636723
2019,1,KS,Total Electric Power Industry,Petroleum (Barrels),16436
2019,1,KS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),67090
2019,1,KS,"Electric Generators, Electric Utilities",Coal (Short Tons),1108883
2019,1,KS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1569633
2019,1,KS,"Electric Generators, Electric Utilities",Petroleum (Barrels),16436
2019,1,KY,Total Electric Power Industry,Coal (Short Tons),2642732
2019,1,KY,Total Electric Power Industry,Natural Gas (Mcf),9710348
2019,1,KY,Total Electric Power Industry,Petroleum (Barrels),16900
2019,1,KY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),100113
2019,1,KY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),514398
2019,1,KY,"Electric Generators, Electric Utilities",Coal (Short Tons),2642732
2019,1,KY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),9095837
2019,1,KY,"Electric Generators, Electric Utilities",Petroleum (Barrels),16900
2019,1,LA,Total Electric Power Industry,Coal (Short Tons),468054
2019,1,LA,Total Electric Power Industry,Natural Gas (Mcf),39602605
2019,1,LA,Total Electric Power Industry,Other Gases (Billion Btu),723
2019,1,LA,Total Electric Power Industry,Petroleum (Barrels),737761
2019,1,LA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,1,LA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),14586620
2019,1,LA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),723
2019,1,LA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),2300
2019,1,LA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),63696
2019,1,LA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1816585
2019,1,LA,"Electric Generators, Independent Power Producers",Coal (Short Tons),171034
2019,1,LA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),487334
2019,1,LA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,1,LA,"Electric Generators, Electric Utilities",Coal (Short Tons),297020
2019,1,LA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),22648370
2019,1,LA,"Electric Generators, Electric Utilities",Petroleum (Barrels),735461
2019,1,MA,Total Electric Power Industry,Coal (Short Tons),0
2019,1,MA,Total Electric Power Industry,Natural Gas (Mcf),10546379
2019,1,MA,Total Electric Power Industry,Petroleum (Barrels),62609
2019,1,MA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,1,MA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),125996
2019,1,MA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),603
2019,1,MA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),290634
2019,1,MA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1160
2019,1,MA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),852069
2019,1,MA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),481
2019,1,MA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),9247290
2019,1,MA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),58476
2019,1,MA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),30390
2019,1,MA,"Electric Generators, Electric Utilities",Petroleum (Barrels),1889
2019,1,MD,Total Electric Power Industry,Coal (Short Tons),308274
2019,1,MD,Total Electric Power Industry,Natural Gas (Mcf),7923571
2019,1,MD,Total Electric Power Industry,Petroleum (Barrels),27645
2019,1,MD,"Combined Heat and Power, Industrial Power",Coal (Short Tons),1900
2019,1,MD,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),34376
2019,1,MD,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),448
2019,1,MD,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,1,MD,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),822874
2019,1,MD,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),128
2019,1,MD,"Combined Heat and Power, Electric Power",Coal (Short Tons),45022
2019,1,MD,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),171101
2019,1,MD,"Combined Heat and Power, Electric Power",Petroleum (Barrels),103
2019,1,MD,"Electric Generators, Independent Power Producers",Coal (Short Tons),261352
2019,1,MD,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4394274
2019,1,MD,"Electric Generators, Independent Power Producers",Petroleum (Barrels),25776
2019,1,MD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2500946
2019,1,MD,"Electric Generators, Electric Utilities",Petroleum (Barrels),1190
2019,1,ME,Total Electric Power Industry,Coal (Short Tons),2284
2019,1,ME,Total Electric Power Industry,Natural Gas (Mcf),1273968
2019,1,ME,Total Electric Power Industry,Petroleum (Barrels),6401
2019,1,ME,"Combined Heat and Power, Industrial Power",Coal (Short Tons),513
2019,1,ME,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),227083
2019,1,ME,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1609
2019,1,ME,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),12731
2019,1,ME,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1014
2019,1,ME,"Combined Heat and Power, Electric Power",Coal (Short Tons),1771
2019,1,ME,"Combined Heat and Power, Electric Power",Petroleum (Barrels),1534
2019,1,ME,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2019,1,ME,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1034154
2019,1,ME,"Electric Generators, Independent Power Producers",Petroleum (Barrels),2244
2019,1,ME,"Electric Generators, Electric Utilities",Petroleum (Barrels),0
2019,1,MI,Total Electric Power Industry,Coal (Short Tons),2025846
2019,1,MI,Total Electric Power Industry,Natural Gas (Mcf),19809309
2019,1,MI,Total Electric Power Industry,Other Gases (Billion Btu),687
2019,1,MI,Total Electric Power Industry,Petroleum (Barrels),309601
2019,1,MI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),1827
2019,1,MI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),336663
2019,1,MI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),22908
2019,1,MI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,1,MI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),279762
2019,1,MI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),497
2019,1,MI,"Combined Heat and Power, Electric Power",Coal (Short Tons),16798
2019,1,MI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),8168568
2019,1,MI,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),531
2019,1,MI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,1,MI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4304002
2019,1,MI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,1,MI,"Electric Generators, Electric Utilities",Coal (Short Tons),2007221
2019,1,MI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),6720314
2019,1,MI,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),157
2019,1,MI,"Electric Generators, Electric Utilities",Petroleum (Barrels),286196
2019,1,MN,Total Electric Power Industry,Coal (Short Tons),1245112
2019,1,MN,Total Electric Power Industry,Natural Gas (Mcf),4197061
2019,1,MN,Total Electric Power Industry,Petroleum (Barrels),12957
2019,1,MN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),16080
2019,1,MN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),63368
2019,1,MN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),158
2019,1,MN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),79
2019,1,MN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),64708
2019,1,MN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),426
2019,1,MN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),90593
2019,1,MN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),180
2019,1,MN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),428640
2019,1,MN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),4745
2019,1,MN,"Electric Generators, Electric Utilities",Coal (Short Tons),1228953
2019,1,MN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3549752
2019,1,MN,"Electric Generators, Electric Utilities",Petroleum (Barrels),7448
2019,1,MO,Total Electric Power Industry,Coal (Short Tons),3533284
2019,1,MO,Total Electric Power Industry,Natural Gas (Mcf),3717159
2019,1,MO,Total Electric Power Industry,Petroleum (Barrels),22432
2019,1,MO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,1,MO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),13599
2019,1,MO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,1,MO,"Combined Heat and Power, Commercial Power",Coal (Short Tons),378
2019,1,MO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),37444
2019,1,MO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),7
2019,1,MO,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2019,1,MO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),38943
2019,1,MO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,1,MO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1329329
2019,1,MO,"Electric Generators, Electric Utilities",Coal (Short Tons),3532906
2019,1,MO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2297844
2019,1,MO,"Electric Generators, Electric Utilities",Petroleum (Barrels),22425
2019,1,MS,Total Electric Power Industry,Coal (Short Tons),367713
2019,1,MS,Total Electric Power Industry,Natural Gas (Mcf),25875792
2019,1,MS,Total Electric Power Industry,Petroleum (Barrels),2331
2019,1,MS,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,1,MS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),268039
