Year,Month,State,Type of producer,Energy source,Consumption
2019,2,CA,Total Electric Power Industry,Petroleum (Barrels),7875
2019,2,CA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),4708
2019,2,CA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),5202273
2019,2,CA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),555
2019,2,CA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),2031
2019,2,CA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),756130
2019,2,CA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),96
2019,2,CA,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2019,2,CA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),5243743
2019,2,CA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,2,CA,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),7573
2019,2,CA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),21765252
2019,2,CA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),759
2019,2,CA,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),536
2019,2,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),17484368
2019,2,CA,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2019,2,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),4988
2019,2,CO,Total Electric Power Industry,Coal (Short Tons),1207128
2019,2,CO,Total Electric Power Industry,Natural Gas (Mcf),10730909
2019,2,CO,Total Electric Power Industry,Petroleum (Barrels),3343
2019,2,CO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),260
2019,2,CO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),28318
2019,2,CO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1
2019,2,CO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2019,2,CO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,2,CO,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2019,2,CO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),72215
2019,2,CO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,2,CO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),2124769
2019,2,CO,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,2,CO,"Electric Generators, Electric Utilities",Coal (Short Tons),1206868
2019,2,CO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),8505607
2019,2,CO,"Electric Generators, Electric Utilities",Petroleum (Barrels),3342
2019,2,CT,Total Electric Power Industry,Coal (Short Tons),2812
2019,2,CT,Total Electric Power Industry,Natural Gas (Mcf),10499506
2019,2,CT,Total Electric Power Industry,Petroleum (Barrels),5295
2019,2,CT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),273107
2019,2,CT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),67
2019,2,CT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),181783
2019,2,CT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),906
2019,2,CT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),99591
2019,2,CT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,2,CT,"Electric Generators, Independent Power Producers",Coal (Short Tons),2812
2019,2,CT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),9907712
2019,2,CT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),3779
2019,2,CT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),37313
2019,2,CT,"Electric Generators, Electric Utilities",Petroleum (Barrels),543
2019,2,DC,Total Electric Power Industry,Natural Gas (Mcf),101625
2019,2,DC,Total Electric Power Industry,Petroleum (Barrels),0
2019,2,DC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),101625
2019,2,DC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,2,DE,Total Electric Power Industry,Coal (Short Tons),9518
2019,2,DE,Total Electric Power Industry,Natural Gas (Mcf),1850986
2019,2,DE,Total Electric Power Industry,Other Gases (Billion Btu),82
2019,2,DE,Total Electric Power Industry,Petroleum (Barrels),1342
2019,2,DE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),442307
2019,2,DE,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),82
2019,2,DE,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,2,DE,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2019,2,DE,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),5171
2019,2,DE,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,2,DE,"Electric Generators, Independent Power Producers",Coal (Short Tons),9518
2019,2,DE,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1400960
2019,2,DE,"Electric Generators, Independent Power Producers",Petroleum (Barrels),1279
2019,2,DE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2548
2019,2,DE,"Electric Generators, Electric Utilities",Petroleum (Barrels),63
2019,2,FL,Total Electric Power Industry,Coal (Short Tons),430503
2019,2,FL,Total Electric Power Industry,Natural Gas (Mcf),85909480
2019,2,FL,Total Electric Power Industry,Other Gases (Billion Btu),0
2019,2,FL,Total Electric Power Industry,Petroleum (Barrels),241703
2019,2,FL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),1146
2019,2,FL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),604418
2019,2,FL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2019,2,FL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),2343
2019,2,FL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),9528
2019,2,FL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,2,FL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1195420
2019,2,FL,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,2,FL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),2282025
2019,2,FL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),208
2019,2,FL,"Electric Generators, Electric Utilities",Coal (Short Tons),429357
2019,2,FL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),81818089
2019,2,FL,"Electric Generators, Electric Utilities",Petroleum (Barrels),239152
2019,2,GA,Total Electric Power Industry,Coal (Short Tons),656213
2019,2,GA,Total Electric Power Industry,Natural Gas (Mcf),29472762
2019,2,GA,Total Electric Power Industry,Petroleum (Barrels),21292
2019,2,GA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),3522
2019,2,GA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),188234
2019,2,GA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),15610
2019,2,GA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2019,2,GA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),284
2019,2,GA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),3
2019,2,GA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,2,GA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),6639567
2019,2,GA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),163
2019,2,GA,"Electric Generators, Electric Utilities",Coal (Short Tons),652691
2019,2,GA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),22644958
2019,2,GA,"Electric Generators, Electric Utilities",Petroleum (Barrels),5235
2019,2,HI,Total Electric Power Industry,Coal (Short Tons),53072
2019,2,HI,Total Electric Power Industry,Geothermal (Billion Btu),0
2019,2,HI,Total Electric Power Industry,Other Gases (Billion Btu),3
2019,2,HI,Total Electric Power Industry,Petroleum (Barrels),761475
2019,2,HI,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),3
2019,2,HI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),17912
2019,2,HI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),2296
2019,2,HI,"Combined Heat and Power, Electric Power",Coal (Short Tons),53072
2019,2,HI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),89521
2019,2,HI,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),0
2019,2,HI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),50339
2019,2,HI,"Electric Generators, Electric Utilities",Petroleum (Barrels),601407
2019,2,IA,Total Electric Power Industry,Coal (Short Tons),1443351
2019,2,IA,Total Electric Power Industry,Natural Gas (Mcf),3440863
2019,2,IA,Total Electric Power Industry,Petroleum (Barrels),10141
2019,2,IA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),36913
2019,2,IA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),188792
2019,2,IA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),2
2019,2,IA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),1483
2019,2,IA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),41989
2019,2,IA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1262
2019,2,IA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),8
2019,2,IA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),436
2019,2,IA,"Electric Generators, Electric Utilities",Coal (Short Tons),1404955
2019,2,IA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3210074
2019,2,IA,"Electric Generators, Electric Utilities",Petroleum (Barrels),8441
2019,2,ID,Total Electric Power Industry,Coal (Short Tons),506
2019,2,ID,Total Electric Power Industry,Geothermal (Billion Btu),71
2019,2,ID,Total Electric Power Industry,Natural Gas (Mcf),3439533
2019,2,ID,Total Electric Power Industry,Petroleum (Barrels),0
2019,2,ID,"Combined Heat and Power, Industrial Power",Coal (Short Tons),506
2019,2,ID,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),60253
2019,2,ID,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,2,ID,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),12635
2019,2,ID,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,2,ID,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),71
2019,2,ID,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1144427
2019,2,ID,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2222218
2019,2,ID,"Electric Generators, Electric Utilities",Petroleum (Barrels),0
2019,2,IL,Total Electric Power Industry,Coal (Short Tons),2747263
2019,2,IL,Total Electric Power Industry,Natural Gas (Mcf),9816341
2019,2,IL,Total Electric Power Industry,Other Gases (Billion Btu),207
2019,2,IL,Total Electric Power Industry,Petroleum (Barrels),7638
2019,2,IL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),40894
2019,2,IL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),276109
2019,2,IL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),207
2019,2,IL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,2,IL,"Combined Heat and Power, Commercial Power",Coal (Short Tons),431
2019,2,IL,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),132157
2019,2,IL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),10
2019,2,IL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),375371
2019,2,IL,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),0
2019,2,IL,"Electric Generators, Independent Power Producers",Coal (Short Tons),2504950
2019,2,IL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),8742136
2019,2,IL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),6361
2019,2,IL,"Electric Generators, Electric Utilities",Coal (Short Tons),200988
2019,2,IL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),290568
2019,2,IL,"Electric Generators, Electric Utilities",Petroleum (Barrels),1267
2019,2,IN,Total Electric Power Industry,Coal (Short Tons),2545540
2019,2,IN,Total Electric Power Industry,Natural Gas (Mcf),17966196
2019,2,IN,Total Electric Power Industry,Other Gases (Billion Btu),599
2019,2,IN,Total Electric Power Industry,Petroleum (Barrels),17920
2019,2,IN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,2,IN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),1360801
2019,2,IN,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),599
2019,2,IN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1132
2019,2,IN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),517
2019,2,IN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),60639
2019,2,IN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),6
2019,2,IN,"Combined Heat and Power, Electric Power",Coal (Short Tons),148782
2019,2,IN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1777518
2019,2,IN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,2,IN,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2019,2,IN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),7359080
2019,2,IN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,2,IN,"Electric Generators, Electric Utilities",Coal (Short Tons),2396241
2019,2,IN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),7408158
2019,2,IN,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2019,2,IN,"Electric Generators, Electric Utilities",Petroleum (Barrels),16782
2019,2,KS,Total Electric Power Industry,Coal (Short Tons),1313495
2019,2,KS,Total Electric Power Industry,Natural Gas (Mcf),1492720
2019,2,KS,Total Electric Power Industry,Petroleum (Barrels),8036
2019,2,KS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),62604
2019,2,KS,"Electric Generators, Electric Utilities",Coal (Short Tons),1313495
2019,2,KS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1430116
2019,2,KS,"Electric Generators, Electric Utilities",Petroleum (Barrels),8036
2019,2,KY,Total Electric Power Industry,Coal (Short Tons),2123198
2019,2,KY,Total Electric Power Industry,Natural Gas (Mcf),6236591
2019,2,KY,Total Electric Power Industry,Petroleum (Barrels),16029
2019,2,KY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),92127
2019,2,KY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),180274
2019,2,KY,"Electric Generators, Electric Utilities",Coal (Short Tons),2123198
2019,2,KY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),5964190
2019,2,KY,"Electric Generators, Electric Utilities",Petroleum (Barrels),16029
2019,2,LA,Total Electric Power Industry,Coal (Short Tons),462812
2019,2,LA,Total Electric Power Industry,Natural Gas (Mcf),32985118
2019,2,LA,Total Electric Power Industry,Other Gases (Billion Btu),692
2019,2,LA,Total Electric Power Industry,Petroleum (Barrels),672008
2019,2,LA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,2,LA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),12729796
2019,2,LA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),692
2019,2,LA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),2555
2019,2,LA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),52440
2019,2,LA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1826587
2019,2,LA,"Electric Generators, Independent Power Producers",Coal (Short Tons),143552
2019,2,LA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),94622
2019,2,LA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,2,LA,"Electric Generators, Electric Utilities",Coal (Short Tons),319260
2019,2,LA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),18281673
2019,2,LA,"Electric Generators, Electric Utilities",Petroleum (Barrels),669453
2019,2,MA,Total Electric Power Industry,Coal (Short Tons),0
2019,2,MA,Total Electric Power Industry,Natural Gas (Mcf),9093823
2019,2,MA,Total Electric Power Industry,Petroleum (Barrels),3374
2019,2,MA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,2,MA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),113906
2019,2,MA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),84
2019,2,MA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),257859
2019,2,MA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),670
2019,2,MA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),789188
2019,2,MA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),4
2019,2,MA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),7921427
2019,2,MA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),1904
2019,2,MA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),11443
2019,2,MA,"Electric Generators, Electric Utilities",Petroleum (Barrels),712
2019,2,MD,Total Electric Power Industry,Coal (Short Tons),120546
2019,2,MD,Total Electric Power Industry,Natural Gas (Mcf),8830367
2019,2,MD,Total Electric Power Industry,Petroleum (Barrels),21484
2019,2,MD,"Combined Heat and Power, Industrial Power",Coal (Short Tons),1472
2019,2,MD,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),33748
2019,2,MD,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),368
2019,2,MD,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,2,MD,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),724339
2019,2,MD,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),37
2019,2,MD,"Combined Heat and Power, Electric Power",Coal (Short Tons),39689
2019,2,MD,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),521709
2019,2,MD,"Combined Heat and Power, Electric Power",Petroleum (Barrels),153
2019,2,MD,"Electric Generators, Independent Power Producers",Coal (Short Tons),79385
2019,2,MD,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4460027
2019,2,MD,"Electric Generators, Independent Power Producers",Petroleum (Barrels),20763
2019,2,MD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),3090544
2019,2,MD,"Electric Generators, Electric Utilities",Petroleum (Barrels),163
2019,2,ME,Total Electric Power Industry,Coal (Short Tons),1559
2019,2,ME,Total Electric Power Industry,Natural Gas (Mcf),1030683
2019,2,ME,Total Electric Power Industry,Petroleum (Barrels),2245
2019,2,ME,"Combined Heat and Power, Industrial Power",Coal (Short Tons),399
2019,2,ME,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),181655
2019,2,ME,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1036
2019,2,ME,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),11596
2019,2,ME,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),341
2019,2,ME,"Combined Heat and Power, Electric Power",Coal (Short Tons),1160
2019,2,ME,"Combined Heat and Power, Electric Power",Petroleum (Barrels),319
2019,2,ME,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2019,2,ME,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),837432
2019,2,ME,"Electric Generators, Independent Power Producers",Petroleum (Barrels),549
2019,2,ME,"Electric Generators, Electric Utilities",Petroleum (Barrels),0
2019,2,MI,Total Electric Power Industry,Coal (Short Tons),1977136
2019,2,MI,Total Electric Power Industry,Natural Gas (Mcf),16873516
2019,2,MI,Total Electric Power Industry,Other Gases (Billion Btu),795
2019,2,MI,Total Electric Power Industry,Petroleum (Barrels),223710
2019,2,MI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),1224
2019,2,MI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),304714
2019,2,MI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),13961
2019,2,MI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,2,MI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),254714
2019,2,MI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),304
2019,2,MI,"Combined Heat and Power, Electric Power",Coal (Short Tons),15246
2019,2,MI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),7601551
2019,2,MI,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),540
2019,2,MI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,2,MI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4210195
2019,2,MI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,2,MI,"Electric Generators, Electric Utilities",Coal (Short Tons),1960666
2019,2,MI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),4502342
2019,2,MI,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),255
2019,2,MI,"Electric Generators, Electric Utilities",Petroleum (Barrels),209445
2019,2,MN,Total Electric Power Industry,Coal (Short Tons),924709
2019,2,MN,Total Electric Power Industry,Natural Gas (Mcf),6653748
2019,2,MN,Total Electric Power Industry,Petroleum (Barrels),9548
2019,2,MN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),15451
2019,2,MN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),58918
2019,2,MN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),85
2019,2,MN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),82
2019,2,MN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),53804
2019,2,MN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),498
2019,2,MN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),137923
2019,2,MN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),575
2019,2,MN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),463766
2019,2,MN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),19
2019,2,MN,"Electric Generators, Electric Utilities",Coal (Short Tons),909176
2019,2,MN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),5939337
2019,2,MN,"Electric Generators, Electric Utilities",Petroleum (Barrels),8371
2019,2,MO,Total Electric Power Industry,Coal (Short Tons),2974150
2019,2,MO,Total Electric Power Industry,Natural Gas (Mcf),3464941
2019,2,MO,Total Electric Power Industry,Petroleum (Barrels),21827
2019,2,MO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,2,MO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),12061
2019,2,MO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,2,MO,"Combined Heat and Power, Commercial Power",Coal (Short Tons),322
2019,2,MO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),42225
2019,2,MO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),9
2019,2,MO,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2019,2,MO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),34523
2019,2,MO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,2,MO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1142072
2019,2,MO,"Electric Generators, Electric Utilities",Coal (Short Tons),2973828
2019,2,MO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2234060
2019,2,MO,"Electric Generators, Electric Utilities",Petroleum (Barrels),21818
2019,2,MS,Total Electric Power Industry,Coal (Short Tons),62260
2019,2,MS,Total Electric Power Industry,Natural Gas (Mcf),24090122
2019,2,MS,Total Electric Power Industry,Petroleum (Barrels),479
2019,2,MS,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,2,MS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),210657
2019,2,MS,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),227
2019,2,MS,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2019,2,MS,"Electric Generators, Independent Power Producers",Coal (Short Tons),55967
2019,2,MS,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),10035
2019,2,MS,"Electric Generators, Electric Utilities",Coal (Short Tons),6293
2019,2,MS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),23869430
2019,2,MS,"Electric Generators, Electric Utilities",Petroleum (Barrels),252
2019,2,MT,Total Electric Power Industry,Coal (Short Tons),855085
2019,2,MT,Total Electric Power Industry,Natural Gas (Mcf),682028
2019,2,MT,Total Electric Power Industry,Other Gases (Billion Btu),9
2019,2,MT,Total Electric Power Industry,Petroleum (Barrels),70866
2019,2,MT,"Combined Heat and Power, Industrial Power",Coal (Short Tons),449
2019,2,MT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),2457
2019,2,MT,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2019,2,MT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,2,MT,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),9
2019,2,MT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),68064
2019,2,MT,"Electric Generators, Independent Power Producers",Coal (Short Tons),830771
2019,2,MT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),261896
2019,2,MT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),2695
2019,2,MT,"Electric Generators, Electric Utilities",Coal (Short Tons),23865
2019,2,MT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),417675
2019,2,MT,"Electric Generators, Electric Utilities",Petroleum (Barrels),107
2019,2,NC,Total Electric Power Industry,Coal (Short Tons),299325
2019,2,NC,Total Electric Power Industry,Natural Gas (Mcf),26984671
2019,2,NC,Total Electric Power Industry,Petroleum (Barrels),22019
2019,2,NC,"Combined Heat and Power, Industrial Power",Coal (Short Tons),2256
2019,2,NC,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),60600
2019,2,NC,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),607
2019,2,NC,"Combined Heat and Power, Commercial Power",Coal (Short Tons),1546
2019,2,NC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),132787
2019,2,NC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),151
2019,2,NC,"Combined Heat and Power, Electric Power",Coal (Short Tons),740
2019,2,NC,"Combined Heat and Power, Electric Power",Petroleum (Barrels),27
2019,2,NC,"Electric Generators, Independent Power Producers",Coal (Short Tons),1356
2019,2,NC,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4887676
2019,2,NC,"Electric Generators, Independent Power Producers",Petroleum (Barrels),454
2019,2,NC,"Electric Generators, Electric Utilities",Coal (Short Tons),293427
2019,2,NC,"Electric Generators, Electric Utilities",Natural Gas (Mcf),21903608
2019,2,NC,"Electric Generators, Electric Utilities",Petroleum (Barrels),20780
2019,2,ND,Total Electric Power Industry,Coal (Short Tons),1792770
2019,2,ND,Total Electric Power Industry,Natural Gas (Mcf),946011
2019,2,ND,Total Electric Power Industry,Other Gases (Billion Btu),51
2019,2,ND,Total Electric Power Industry,Petroleum (Barrels),10990
2019,2,ND,"Combined Heat and Power, Industrial Power",Coal (Short Tons),3902
2019,2,ND,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),11818
2019,2,ND,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),51
2019,2,ND,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,2,ND,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),36
2019,2,ND,"Electric Generators, Electric Utilities",Coal (Short Tons),1788868
2019,2,ND,"Electric Generators, Electric Utilities",Natural Gas (Mcf),934193
2019,2,ND,"Electric Generators, Electric Utilities",Petroleum (Barrels),10954
2019,2,NE,Total Electric Power Industry,Coal (Short Tons),1206100
2019,2,NE,Total Electric Power Industry,Natural Gas (Mcf),665387
2019,2,NE,Total Electric Power Industry,Petroleum (Barrels),4061
2019,2,NE,"Combined Heat and Power, Industrial Power",Coal (Short Tons),34409
2019,2,NE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),0
2019,2,NE,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),1399
